ISBN,Book-Title,Book-Author,Year-Of-Publication,Book-Publisher,Year-Of-Publication-Bin,Book-Author-Encode,Book-Publisher-Encode,Year-Of-Publication-Bin-Encode,Filtered-Title
0553205587,lord god made,James Herriot,1982,Bantam Doubleday Dell,"[1980, 2000)",2669,119,4,lord god made
0449003787,outlaw,SUE GRAFTON,2001,Ballantine Books,"[2000, 2020)",5502,111,5,outlaw
0765347539,kushiel avatar kushiel legacy,Jacqueline Carey,2004,Tor Fantasy,"[2000, 2020)",2618,1194,5,kushiel avatar kushiel legacy
0765345048,kushiel chosen kushiel legacy,Jacqueline Carey,2003,Tor Fantasy,"[2000, 2020)",2618,1194,5,kushiel chosen kushiel legacy
0385265700,book ruth oprah book club paperback,Jane Hamilton,1990,Anchor,"[1980, 2000)",2741,58,4,ruth oprah  club 
0140376410,ear eye arm,Nancy Farmer,1995,Puffin Books,"[1980, 2000)",4567,947,4,ear eye arm
0452281296,cut,Susanna Moore,1999,Plume Books,"[1980, 2000)",5887,911,4,cut
1573229326,good,Nick Hornby,2002,Riverhead Books,"[2000, 2020)",4655,1003,5,good
068483376X,succulent wild woman,Sark,1997,Fireside,"[1980, 2000)",5583,420,4,succulent wild woman
068484270X,healing america,Marianne Williamson,1997,Simon & Schuster,"[1980, 2000)",4133,1087,4,healing america
0671672576,last temptation christ movie tie,Nikos Kazantzakis,1988,Touchstone,"[1980, 2000)",4669,1197,4,last temptation christ movie tie
0679743243,informer,BRET EASTON ELLIS,1995,Vintage,"[1980, 2000)",497,1254,4,informer
0385424736,rainmaker,John Grisham,1995,Doubleday Books,"[1980, 2000)",3079,326,4,rainmaker
0671617028,color purple,Alice Walker,1985,Pocket Books,"[1980, 2000)",186,915,4,color purple
0440224772,mirror image,Danielle Steel,1999,Dell Publishing Company,"[1980, 2000)",1295,290,4,mirror image
0345406036,shelter rebuilding family,Mary Bray Pipher,1997,Ballantine Books,"[1980, 2000)",4226,111,4,shelter rebuilding family
0345421825,first immortal,James L. Halperin,1998,Del Rey Books,"[1980, 2000)",2680,282,4,first immortal
0671704664,none,Agatha Christie,1989,Pocket Books,"[1980, 2000)",94,915,4,none
0140390839,adventure tom sawyer,Mark Twain,1987,Penguin Books,"[1980, 2000)",4180,860,4,adventure tom sawyer
0821758179,faery magic,Mary Jo Putney,1998,Zebra Books,"[1980, 2000)",4243,1334,4,faery magic
0380896931,tender storm,Johanna Lindsey,1985,Avon,"[1980, 2000)",3033,94,4,tender storm
0971942315,greatest discovery,Chris Sorensen,2003,Pond Publishing,"[2000, 2020)",1050,921,5,greatest discovery
0553275860,narcissus goldmund,Hermann Hesse,1984,Bantam Books,"[1980, 2000)",2376,113,4,narcissus goldmund
8432206407,sin noticias de gurb biblioteca breve,Eduardo Mendoza,1995,Planeta Pub Corp,"[1980, 2000)",1694,904,4,sin noticias de gurb biblioteca breve
3423105518,name der rose,Umberto Eco,1900,Distribooks Int'l+inc,"[1900, 1920)",6182,315,0,name der rose
843396951X,euro,Frederic Beigbeder,2002,Anagrama,"[2000, 2020)",2011,56,5,euro
8440616368,ocho el,Katherine Neville,1991,Grupo Zeta,"[1980, 2000)",3442,477,4,ocho el
0446605239,notebook,Nicholas Sparks,1998,Warner Books,"[1980, 2000)",4650,1277,4,notebook
0553295977,carnal innocence,Nora Roberts,1992,Bantam Books,"[1980, 2000)",4684,113,4,carnal innocence
0380470845,fulfillment,LaVyrle Spencer,1979,Avon,"[1960, 1980)",3638,94,3,fulfillment
0380715309,mattimeo redwall book,Brian Jacques,1998,Avon Books,"[1980, 2000)",747,95,4,mattimeo redwall
0812549295,wood wife tor fantasy,Terri Windling,1997,Tor Books,"[1980, 2000)",6002,1191,4,wood wife tor fantasy
0440162041,north south,John Jakes,1983,Dell Publishing Company,"[1980, 2000)",3087,290,4,north south
0671739778,lost lady,Jude Deveraux,1991,Pocket,"[1980, 2000)",3245,913,4,lost lady
0440212723,cold sassy tree,Olive Ann Burns,1992,Bantam Doubleday Dell,"[1980, 2000)",4706,119,4,cold sassy tree
0671016768,bloodstream,Tess Gerritsen,1999,Pocket,"[1980, 2000)",6014,913,4,bloodstream
0786889047,burning angel dave robicheaux mystery paperback,James Lee Burke,1996,Hyperion,"[1980, 2000)",2682,579,4,burning angel dave robicheaux mystery 
0380720191,list,Mark Frost,1994,Avon,"[1980, 2000)",4171,94,4,list
0671646575,heat dust,Ruth Prawer Jhabvala,1987,Touchstone,"[1980, 2000)",5449,1197,4,heat dust
0060955775,veronika decides die,Paulo Coelho,2001,Perennial,"[2000, 2020)",4900,878,5,veronika decides die
0671721720,honor queen honor harrington series book,David Weber,1993,Baen,"[1980, 2000)",1406,103,4,honor queen honor harrington series
0671875965,short victorious war honor harrington series book,David Weber,1994,Baen,"[1980, 2000)",1406,103,4,short victorious war honor harrington series
0671577727,basilisk station honor harrington series book,David Weber,1998,Baen,"[1980, 2000)",1406,103,4,basilisk station honor harrington series
0451451686,reaper man,Terry Pratchett,1992,New Amer Library,"[1980, 2000)",6009,785,4,reaper man
068486780X,silk cyanide codemaker war,Leo Marks,2000,Free Press,"[2000, 2020)",3755,435,5,silk cyanide codemaker war
0743224574,beautiful mind life mathematical genius nobel laureate john nash,Sylvia Nasar,2001,Simon & Schuster,"[2000, 2020)",5919,1087,5,beautiful mind life mathematical genius nobel laureate john nash
0671004549,belong,Mary Higgins Clark,1999,Pocket Books,"[1980, 2000)",4239,915,4,belong
081297106X,reading lolita tehran memoir book,Azar Nafisi,2003,Random House Trade Paperbacks,"[2000, 2020)",471,974,5,reading lolita tehran memoir
0312422601,blue latitude boldly going captain cook gone,Tony Horwitz,2003,Picador,"[2000, 2020)",6141,896,5,blue latitude boldly going captain cook gone
0802139256,peace like river,Leif Enger,2002,Grove Press,"[2000, 2020)",3743,475,5,peace like river
0553565915,embraced light,Betty J. Eadie,1994,Bantam Books,"[1980, 2000)",642,113,4,embraced light
055356160X,cry wolf,TAMI HOAG,1993,Bantam,"[1980, 2000)",5940,112,4,cry wolf
0345317580,magic kingdom sale sold magic kingdom landover,Terry Brooks,1990,Del Rey Books,"[1980, 2000)",6003,282,4,magic kingdom sale sold magic kingdom landover
0345335287,black unicorn magic kingdom landover novel,Terry Brooks,1990,Del Rey Books,"[1980, 2000)",6003,282,4,black unicorn magic kingdom landover
0345362276,wizard large rookie series,Terry Brooks,1989,Del Rey Books,"[1980, 2000)",6003,282,4,wizard large rookie series
0812505042,time machine,H. G. Wells,1995,Tor Books,"[1980, 2000)",2248,1191,4,time machine
0140022651,journey center earth,Jules Verne,1965,Penguin Books,"[1960, 1980)",3287,860,3,journey center earth
0590629808,message animorphs,K. A. Applegate,1996,Scholastic,"[1980, 2000)",3329,1048,4,message animorphs
0590629778,invasion animorphs,K. A. Applegate,1996,Scholastic,"[1980, 2000)",3329,1048,4,invasion animorphs
0380570009,talk kid listen listen kid talk,Adele Faber,1991,Back Bay Books,"[1980, 2000)",85,102,4,talk kid listen listen kid talk
0345283929,empire strike back war,Donald F Glut,1980,Ballantine Books,"[1980, 2000)",1541,111,4,empire strike back war
0929634063,simple thing save earth,Earthworks Group,1989,Pub Group West,"[1980, 2000)",1665,943,4,simple thing save earth
0671695304,forever novel good evil love hope,Judy Blume,1989,Pocket,"[1980, 2000)",3274,913,4,forever  good evil love hope
0515134384,cat went creek,Lilian Jackson Braun,2003,Jove Books,"[2000, 2020)",3786,625,5,cat went creek
051512463X,cat sang bird cat paperback,Lilian Jackson Braun,1999,Jove Books,"[1980, 2000)",3786,625,4,cat sang bird cat 
0671751174,first evil fear street cheerleader first evil,R.L. Stine,1992,Simon Pulse,"[1980, 2000)",5054,1091,4,first evil fear street cheerleader first evil
0671001868,body switcher outer space r l stine ghost fear street ghost fear street,R.L. Stine,1996,Aladdin,"[1980, 2000)",5054,28,4,body switcher outer space r l stine ghost fear street ghost fear street
0345375580,elf queen shannara heritage shannara book,Terry Brooks,1993,Del Rey Books,"[1980, 2000)",6003,282,4,elf queen shannara heritage shannara
0590109715,andalite chronicle elfangor journey alloran choice alien dy animorphs,Katherine Applegate,1997,Apple,"[1980, 2000)",3434,66,4,andalite chronicle elfangor journey alloran choice alien dy animorphs
0590629786,visitor animorphs,K. A. Applegate,1996,Scholastic,"[1980, 2000)",3329,1048,4,visitor animorphs
0590629794,encounter animorphs,K. A. Applegate,1996,Scholastic,"[1980, 2000)",3329,1048,4,encounter animorphs
0439164567,shipwreck island book,Gordon Korman,2001,Hyperion Books for Children,"[2000, 2020)",2194,581,5,shipwreck island
0590448595,karen school trip baby sitter little sister,Ann M. Martin,1992,Scholastic Paperbacks (Mm),"[1980, 2000)",313,1054,4,karen school trip baby sitter little sister
0553295691,christie caper,Carolyn G. Hart,1999,Bantam,"[1980, 2000)",923,112,4,christie caper
0553562754,southern ghost,Carolyn G. Hart,1996,Bantam Books,"[1980, 2000)",923,113,4,southern ghost
0515120618,montana sky,Nora Roberts,2000,Jove Books,"[2000, 2020)",4684,625,5,montana sky
0971766711,thousand country road epilogue bridge madison county,Robert James Waller,2002,John M. Hardy,"[2000, 2020)",5297,620,5,thousand country road epilogue bridge madison county
0380812029,passion cynster novel,Stephanie Laurens,2001,Avon,"[2000, 2020)",5739,94,5,passion cynster
1551668424,fifth daughter,Elaine Coffman,2001,Mira,"[2000, 2020)",1725,756,5,fifth daughter
0553583077,kiss spy get connected romance,JANE FEATHER,2003,Bantam,"[2000, 2020)",2527,112,5,kiss spy get connected romance
0804119740,lady desire,Gaelen Foley,2003,Ivy Books,"[2000, 2020)",2067,608,5,lady desire
0446611107,rogue,Claire Delacroix,2002,Warner Books,"[2000, 2020)",1103,1277,5,rogue
0821772252,scrooge wore spur,Janet Dailey,2002,Kensington Publishing Corporation,"[2000, 2020)",2765,632,5,scrooge wore spur
0060009241,see jane score avon romance,Rachel Gibson,2003,Avon,"[2000, 2020)",5106,94,5,see jane score avon romance
0380819619,ring finger avon romance,Elizabeth Bevarly,2002,Avon,"[2000, 2020)",1754,94,5,ring finger avon romance
1551668521,reckless encounter,Rosemary Rogers,2001,Mira,"[2000, 2020)",5414,756,5,reckless encounter
0312989202,finding knowing two brand new novel one wonderful price candellano family trilogy,Maureen Child,2003,St. Martin's Paperbacks,"[2000, 2020)",4297,1125,5,finding knowing two brand new  one wonderful price candellano family trilogy
0451208293,impostress signet historical romance,Lisa Jackson,2003,Signet Book,"[2000, 2020)",3834,1081,5,impostress signet historical romance
0060001453,love proper husband avon historical romance,Victoria Alexander,2003,Avon,"[2000, 2020)",6224,94,5,love proper husband avon historical romance
0060002050,wicked dawn cynster novel,Stephanie Laurens,2002,Avon Books,"[2000, 2020)",5739,95,5,wicked dawn cynster
1551666766,naughty marietta,Nan Ryan,2003,Mira Books,"[2000, 2020)",4561,757,5,naughty marietta
0061032093,breathing room avon romance,Susan Elizabeth Phillips,2003,Avon Books,"[2000, 2020)",5838,95,5,breathing room avon romance
0312989431,deadly caress francesca cahill romance,Brenda Joyce,2003,St. Martin's Paperbacks,"[2000, 2020)",727,1125,5,deadly caress francesca cahill romance
0380812975,untie heart,Judith Ivory,2002,Avon,"[2000, 2020)",3254,94,5,untie heart
0553583905,kingdom moonlight,Josie Litton,2002,Bantam Books,"[2000, 2020)",3229,113,5,kingdom moonlight
0060502312,breaking rule avon light contemporary romance,Sue Civil-Brown,2002,Avon,"[2000, 2020)",5819,94,5,breaking rule avon light contemporary romance
0743436830,river road ross joann callahan brother trilogy,JoAnn Ross,2002,Pocket,"[2000, 2020)",2976,913,5,river road ross joann callahan brother trilogy
1551668920,season miracle,Heather Graham,2002,Mira,"[2000, 2020)",2329,756,5,season miracle
0451206754,must magic,Patricia Rice,2002,Signet Book,"[2000, 2020)",4828,1081,5,must magic
038081479X,heart warrior,Johanna Lindsey,2002,Avon,"[2000, 2020)",3033,94,5,heart warrior
0843949724,texas homecoming night rider,Leigh Greenwood,2002,Leisure Books,"[2000, 2020)",3744,670,5,texas homecoming night rider
0380811065,lady sophia lover,Lisa Kleypas,2002,Avon,"[2000, 2020)",3836,94,5,lady sophia lover
0440224055,silent honor,Danielle Steel,1997,Dell,"[1980, 2000)",1295,287,4,silent honor
0140255087,snow leopard penguin nature classic,Peter Matthiessen,1996,Penguin Books,"[1980, 2000)",4964,860,4,snow leopard penguin nature classic
0684866048,move stuff change life use feng shui get love money respect happiness,Karen Rauch Carter,2000,Fireside,"[2000, 2020)",3388,420,5,move stuff change life use feng shui get love money respect happiness
0446400688,death joyful woman,Ellis Peters,1995,Warner Books,"[1980, 2000)",1810,1277,4,death joyful woman
0399143335,cat sang bird,Lilian Jackson Braun,1998,Putnam Pub Group,"[1980, 2000)",3786,952,4,cat sang bird
0441001866,martin warrior redwall book,Brian Jacques,1996,Ace Books,"[1980, 2000)",747,12,4,martin warrior redwall
0441000312,salamandastron redwall book,Brian Jacques,1994,Ace Books,"[1980, 2000)",747,12,4,salamandastron redwall
0515118249,cat blew whistle,Lilian Jackson Braun,1996,Jove Books,"[1980, 2000)",3786,625,4,cat blew whistle
0312311354,pianist extraordinary true story one man survival warsaw,Wladyslaw Szpilman,2002,Picador,"[2000, 2020)",6408,896,5,pianist extraordinary true  one man survival warsaw
0385335830,diary mad bride summer display opportunity,Laura Wolf,2002,Delta,"[2000, 2020)",3690,291,5,diary mad bride summer display opportunity
0743262174,cry beloved country oprah book club,Alan Paton,2003,Scribner,"[2000, 2020)",129,1062,5,cry beloved country oprah  club
0515130389,carolina moon,Nora Roberts,2001,Jove Books,"[2000, 2020)",4684,625,5,carolina moon
080411935X,standing rainbow,FANNIE FLAGG,2003,Ballantine Books,"[2000, 2020)",1923,111,5,standing rainbow
0142004235,east eden oprah book club,John Steinbeck,2003,Penguin Books,"[2000, 2020)",3139,860,5,east eden oprah  club
0515135062,three fate,Nora Roberts,2004,Jove Books,"[2000, 2020)",4684,625,5,three fate
0689859376,seeing stone spiderwick chronicle book,Tony DiTerlizzi,2003,Simon & Schuster Children's Publishing,"[2000, 2020)",6137,1090,5,seeing stone spiderwick chronicle
0743412028,pay forward,Catherine Ryan Hyde,2000,Pocket,"[2000, 2020)",955,913,5,pay forward
3442429439,die geheime geschichte,Donna Tartt,1995,Goldmann,"[1980, 2000)",1560,456,4,die geheime geschichte
0061056774,x file ground zero,Kevin J. Anderson,1996,HarperEntertainment,"[1980, 2000)",3528,520,4,x file ground zero
0425169693,earth oprah book club,Alice Hoffman,1999,Berkley Publishing Group,"[1980, 2000)",174,145,4,earth oprah  club
0452269571,bastard carolina,Dorothy Allison,1993,Plume Books,"[1980, 2000)",1576,911,4,bastard carolina
051513287X,face fire three sister island trilogy,Nora Roberts,2002,Jove Books,"[2000, 2020)",4684,625,5,face fire three sister island trilogy
0618002219,hobbit back,J.R.R. Tolkien,1999,Houghton Mifflin Company,"[1980, 2000)",2512,573,4,hobbit back
0553576399,distraction novel,Bruce Sterling,1999,Spectra Books,"[1980, 2000)",767,1116,4,distraction
0451458370,alien taste roc science fiction,Wen Spencer,2001,Roc,"[2000, 2020)",6310,1011,5,alien taste roc science fiction
0441374239,island net,Bruce Sterling,1989,Ace Books,"[1980, 2000)",767,12,4,island net
0887307884,dogbert top secret management handbook,Scott Adams,1996,HarperCollins Publishers,"[1980, 2000)",5587,518,4,dogbert top secret management handbook
0804108447,druid,MORGAN LLYWELYN,1992,Del Rey,"[1980, 2000)",4038,281,4,druid
0671721046,deed paksenarrion,Elizabeth Moon,1992,Baen,"[1980, 2000)",1779,103,4,deed paksenarrion
0441117732,count zero ace science fiction,William Gibson,1987,Ace Books,"[1980, 2000)",6353,12,4,count zero ace science fiction
055329461X,difference engine,WILLIAM GIBSON,1992,Spectra,"[1980, 2000)",6275,1115,4,difference engine
055357549X,holy fire novel bantam spectrum book,Bruce Sterling,1997,Bantam Books,"[1980, 2000)",767,113,4,holy fire  bantam spectrum
0553373803,fifth sacred thing,Starhawk,1994,Bantam,"[1980, 2000)",5722,112,4,fifth sacred thing
0060392452,stupid white men sorry excuse state nation,Michael Moore,2002,Regan Books,"[2000, 2020)",4407,992,5,stupid white men sorry excuse state nation
0451455789,one noticed cat,Anne McCaffrey,1996,Roc,"[1980, 2000)",356,1011,4,one noticed cat
0590353403,harry potter sorcerer stone book,J. K. Rowling,1998,Scholastic,"[1980, 2000)",2488,1048,4,harry potter sorcerer stone
0380815931,beginning command line,Neal Stephenson,1999,Perennial,"[1980, 2000)",4615,878,4,beginning command line
0312263120,digital fortress thriller,Dan Brown,2000,St. Martin's Griffin,"[2000, 2020)",1256,1123,5,digital fortress thriller
0446532231,dude country,Michael Moore,2003,Warner Books,"[2000, 2020)",4407,1277,5,dude country
0886777844,summon keeper,Tanya Huff,1998,Daw Books,"[1980, 2000)",5975,279,4,summon keeper
0875424961,lesson merlyn study druid magic lore,Douglas Monroe,1992,Llewellyn Publications,"[1980, 2000)",1600,692,4,lesson merlyn study druid magic lore
0765341840,two river eye world book wheel time starscape,Robert Jordan,2002,Starscape,"[2000, 2020)",5298,1133,5,two river eye world  wheel time starscape
0312243359,wish inform tomorrow killed family story rwanda,Philip Gourevitch,1999,Picador USA,"[1980, 2000)",4993,898,4,wish inform tomorrow killed family  rwanda
